date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:41	75577/75577	---M--	200	added ('OK')	text/css	etag:a0a1a2c92f16227eb695a617eebff112	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/7fb02762cd868df500cc8de67af82c2d1721180245.css?h=71253a763b8cda6cdbf0d7bcea78a46c	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/7fb02762cd868df500cc8de67af82c2d1721180245575b.css	(from https://mattpriorwatson.co.uk/dance-for-me)
01:03:41	75577/75577	---M--	200	added ('OK')	text/css	etag:f8e41c93ea3ca16cd34bc20c5f336dc9	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/fdd4d65fc1c1d52f4985413da1bbe1d51721180245.css?h=03ce762493c79c6f503f5d452416e20a	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/fdd4d65fc1c1d52f4985413da1bbe1d517211802453402.css	(from https://mattpriorwatson.co.uk/ring-eclipse-trailer)
01:03:42	615711/615711	---M--	200	added ('OK')	image/jpeg	etag:1351c2548fe1138d87145dc6de741366	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/daf788ef-859e-423c-b262-ab177ff237ab_rwc_857x0x2693x2106x2693.jpg?h=5496f766599cd47106f266178ee91bc9	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/daf788ef-859e-423c-b262-ab177ff237ab_rwc_857x0x2693x2106x26931982.jpg	(from https://mattpriorwatson.co.uk/ring-eclipse-trailer)
01:03:42	936988/936988	---M--	200	added ('OK')	image/jpeg	etag:3f2e9e346b0db99180be7767f460e556	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/7a633146-24ae-4fba-9f4c-7b72b386eacd_rwc_857x0x2693x2106x2693.jpg?h=a1b4a771130c18293db4891f1a1386f5	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/7a633146-24ae-4fba-9f4c-7b72b386eacd_rwc_857x0x2693x2106x269323e0.jpg	(from https://mattpriorwatson.co.uk/ring-eclipse-trailer)
01:03:43	2885474/2885474	---M--	200	added ('OK')	image/png	etag:5386a41b9e7394b821bd816ffa24cdbf	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/8baceda4-687d-492a-a421-f6dd0cfb75d7_rwc_857x0x2693x2106x2693.png?h=652ac75e3fdd7b8198fe105959cb6ca5	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/8baceda4-687d-492a-a421-f6dd0cfb75d7_rwc_857x0x2693x2106x26938ee2.png	(from https://mattpriorwatson.co.uk/ring-eclipse-trailer)
01:03:43	1737921/1737921	---M--	200	added ('OK')	image/jpeg	etag:510b8adf1c325041adbedf31f418875e	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/e28633d8-012d-4a3b-9f9e-ef616ff7560a_rwc_857x0x2693x2106x2693.jpg?h=484560dab094adbdd73a3a718a794673	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/e28633d8-012d-4a3b-9f9e-ef616ff7560a_rwc_857x0x2693x2106x26930aca.jpg	(from https://mattpriorwatson.co.uk/ring-eclipse-trailer)
01:03:44	981104/981104	---M--	200	added ('OK')	image/jpeg	etag:d8ec32775e7c095d9c764675e89ca9f6	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/b168b424-e67d-432c-9894-aeaaf714b576_rwc_857x0x2693x2106x2693.jpg?h=7315873e2a52c6d0abbf9978a52ae880	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/b168b424-e67d-432c-9894-aeaaf714b576_rwc_857x0x2693x2106x26935e1b.jpg	(from https://mattpriorwatson.co.uk/ring-eclipse-trailer)
01:03:44	75577/75577	---M--	200	added ('OK')	text/css	etag:1df300c90415d5d98db7b0519fad5db9	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/53180dd5ac2c0b2ae6590d77988c9ad91721180245.css?h=f85aa0e5475d9b961f5f60340b57abcb	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/53180dd5ac2c0b2ae6590d77988c9ad9172118024596c2.css	(from https://mattpriorwatson.co.uk/melvins-garden-adventure)
01:03:45	75577/75577	---M--	200	added ('OK')	text/css	etag:6eb888194e2ddd7a284f7756bf96d421	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/c89c6d54e929566503d6c1fbb87ec1e71721180245.css?h=b7883edf67504297a35c20a17d564276	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/c89c6d54e929566503d6c1fbb87ec1e71721180245ba0b.css	(from https://mattpriorwatson.co.uk/puzzled)
01:03:45	3143287/3143287	---M--	200	added ('OK')	image/png	etag:cf2a7571d2bcad4b071a1a85e6087f93	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/4874c930-1cd0-4b37-b455-215cf3255b6c_rwc_857x0x2693x2106x2693.png?h=3584a67aae5d299a9679b3206433d125	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/4874c930-1cd0-4b37-b455-215cf3255b6c_rwc_857x0x2693x2106x2693cc85.png	(from https://mattpriorwatson.co.uk/melvins-garden-adventure)
01:03:45	75577/75577	---M--	200	added ('OK')	text/css	etag:0298a6dc4266554b557c7e2712923fe4	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/d09d51300a3513b8a31296fc3aca34441721180245.css?h=ab0c8c03ed7d232a5b33bcf17c2f5fa2	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/d09d51300a3513b8a31296fc3aca344417211802458b83.css	(from https://mattpriorwatson.co.uk/an-intrusion)
01:03:46	75577/75577	---M--	200	added ('OK')	text/css	etag:e21db2f9669358d15c3f2df5a8d5e901	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/b104290492bfc0abb041fb6f16574e261721180245.css?h=45f7dd503d9ff8c57b7fd17dd2249618	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/b104290492bfc0abb041fb6f16574e2617211802457b32.css	(from https://mattpriorwatson.co.uk/look-book)
01:03:46	75577/75577	---M--	200	added ('OK')	text/css	etag:f69104612c70fd686532cd21424e586f	https://cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/2ce18d2b8f1f78e1d9efecab7191fef81721180245.css?h=37556f764fe06f12710704e85451858d	C:/My%20Web%20Sites/Matt%20Prior%20Watson/cdn.myportfolio.com/261cb681-3385-486c-915a-04611e14df9f/2ce18d2b8f1f78e1d9efecab7191fef817211802450e40.css	(from https://mattpriorwatson.co.uk/rest-in-peace)
